product_code;name;producer_code;category;producer;short_description;description;price;currency;availability;unit;delivery;stock;active;seo_title;vat;images 1
PKM-WHT-72;Patrat;72;Karty Pokémon > Scarlet & Violet > White Flare;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Patrat</strong></li><li style=""margin-top:0.3em;"">Zestaw: White Flare</li><li style=""margin-top:0.3em;"">Numer karty: 72</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Patrat – Pokémon TCG</h2><p><strong>Zestaw:</strong> White Flare<br><strong>Numer karty:</strong> 72<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/White-Flare"">pozostałe oferty</a>.</p></div>";2.60;PLN;1;szt.;3 dni;1;1;Patrat 72 White Flare;23%;https://sklep839679.shoparena.pl/upload/images/1/img1866.jpg
PKM-BLK-19;Tympole;19;Karty Pokémon > Scarlet & Violet > Black Bolt;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Tympole</strong></li><li style=""margin-top:0.3em;"">Zestaw: Black Bolt</li><li style=""margin-top:0.3em;"">Numer karty: 19</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Tympole – Pokémon TCG</h2><p><strong>Zestaw:</strong> Black Bolt<br><strong>Numer karty:</strong> 19<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Black-Bolt"">pozostałe oferty</a>.</p></div>";2.40;PLN;1;szt.;3 dni;1;1;Tympole 19 Black Bolt;23%;https://sklep839679.shoparena.pl/upload/images/1/img1867.jpg
PKM-BLK-43;Golurk;43;Karty Pokémon > Scarlet & Violet > Black Bolt;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Golurk</strong></li><li style=""margin-top:0.3em;"">Zestaw: Black Bolt</li><li style=""margin-top:0.3em;"">Numer karty: 43</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Golurk – Pokémon TCG</h2><p><strong>Zestaw:</strong> Black Bolt<br><strong>Numer karty:</strong> 43<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Black-Bolt"">pozostałe oferty</a>.</p></div>";2.40;PLN;1;szt.;3 dni;1;1;Golurk 43 Black Bolt;23%;https://sklep839679.shoparena.pl/upload/images/1/img1868.jpg
PKM-WHT-50;Archen;50;Karty Pokémon > Scarlet & Violet > White Flare;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Archen</strong></li><li style=""margin-top:0.3em;"">Zestaw: White Flare</li><li style=""margin-top:0.3em;"">Numer karty: 50</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Archen – Pokémon TCG</h2><p><strong>Zestaw:</strong> White Flare<br><strong>Numer karty:</strong> 50<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/White-Flare"">pozostałe oferty</a>.</p></div>";2.85;PLN;1;szt.;3 dni;1;1;Archen 50 White Flare;23%;https://sklep839679.shoparena.pl/upload/images/1/img1869.jpg
PKM-BLK-39;Reuniclus;39;Karty Pokémon > Scarlet & Violet > Black Bolt;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Reuniclus</strong></li><li style=""margin-top:0.3em;"">Zestaw: Black Bolt</li><li style=""margin-top:0.3em;"">Numer karty: 39</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Reuniclus – Pokémon TCG</h2><p><strong>Zestaw:</strong> Black Bolt<br><strong>Numer karty:</strong> 39<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Black-Bolt"">pozostałe oferty</a>.</p></div>";23.50;PLN;1;szt.;3 dni;1;1;Reuniclus 39 Black Bolt;23%;https://sklep839679.shoparena.pl/upload/images/1/img1870.jpg
PKM-BLK-126;Gurdurr;126;Karty Pokémon > Scarlet & Violet > Black Bolt;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Gurdurr</strong></li><li style=""margin-top:0.3em;"">Zestaw: Black Bolt</li><li style=""margin-top:0.3em;"">Numer karty: 126</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Gurdurr – Pokémon TCG</h2><p><strong>Zestaw:</strong> Black Bolt<br><strong>Numer karty:</strong> 126<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Black-Bolt"">pozostałe oferty</a>.</p></div>";30.85;PLN;1;szt.;3 dni;1;1;Gurdurr 126 Black Bolt;23%;https://sklep839679.shoparena.pl/upload/images/1/img1871.jpg
PKM-WHT-159;Keldeo ex;159;Karty Pokémon > Scarlet & Violet > White Flare;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Keldeo ex</strong></li><li style=""margin-top:0.3em;"">Zestaw: White Flare</li><li style=""margin-top:0.3em;"">Numer karty: 159</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Keldeo ex – Pokémon TCG</h2><p><strong>Zestaw:</strong> White Flare<br><strong>Numer karty:</strong> 159<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/White-Flare"">pozostałe oferty</a>.</p></div>";7.85;PLN;1;szt.;3 dni;1;1;Keldeo ex 159 White Flare;23%;https://sklep839679.shoparena.pl/upload/images/1/img1872.jpg
PKM-LOR-27;Delphox V;27;Karty Pokémon > Sword & Shield > Lost Origin;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Delphox V</strong></li><li style=""margin-top:0.3em;"">Zestaw: Lost Origin</li><li style=""margin-top:0.3em;"">Numer karty: 27</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Delphox V – Pokémon TCG</h2><p><strong>Zestaw:</strong> Lost Origin<br><strong>Numer karty:</strong> 27<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Lost-Origin"">pozostałe oferty</a>.</p></div>";3.19;PLN;1;szt.;3 dni;2;1;Delphox V 27 Lost Origin;23%;https://sklep839679.shoparena.pl/upload/images/3/img1593.jpg
PKM-LOR-135;Hisuian Goodra V;135;Karty Pokémon > Sword & Shield > Lost Origin;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Hisuian Goodra V</strong></li><li style=""margin-top:0.3em;"">Zestaw: Lost Origin</li><li style=""margin-top:0.3em;"">Numer karty: 135</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Hisuian Goodra V – Pokémon TCG</h2><p><strong>Zestaw:</strong> Lost Origin<br><strong>Numer karty:</strong> 135<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Lost-Origin"">pozostałe oferty</a>.</p></div>";2.87;PLN;1;szt.;3 dni;1;1;Hisuian Goodra V 135 Lost Origin;23%;https://sklep839679.shoparena.pl/upload/images/3/img1594.jpg
PKM-LOR-119;Drapion VSTAR;119;Karty Pokémon > Sword & Shield > Lost Origin;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Drapion VSTAR</strong></li><li style=""margin-top:0.3em;"">Zestaw: Lost Origin</li><li style=""margin-top:0.3em;"">Numer karty: 119</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Drapion VSTAR – Pokémon TCG</h2><p><strong>Zestaw:</strong> Lost Origin<br><strong>Numer karty:</strong> 119<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Lost-Origin"">pozostałe oferty</a>.</p></div>";4.70;PLN;1;szt.;3 dni;1;1;Drapion VSTAR 119 Lost Origin;23%;https://sklep839679.shoparena.pl/upload/images/3/img1595.jpg
PKM-CRE-74;Shadow Rider Calyrex V;74;Karty Pokémon > Sword & Shield > Chilling Reign;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Shadow Rider Calyrex V</strong></li><li style=""margin-top:0.3em;"">Zestaw: Chilling Reign</li><li style=""margin-top:0.3em;"">Numer karty: 74</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Shadow Rider Calyrex V – Pokémon TCG</h2><p><strong>Zestaw:</strong> Chilling Reign<br><strong>Numer karty:</strong> 74<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Chilling-Reign"">pozostałe oferty</a>.</p></div>";6.10;PLN;1;szt.;3 dni;1;1;Shadow Rider Calyrex V 74 Chilling Reign;23%;https://sklep839679.shoparena.pl/upload/images/3/img1596.jpg
PKM-SVI-45;Gyarados ex;45;Karty Pokémon > Scarlet & Violet > Scarlet & Violet;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Gyarados ex</strong></li><li style=""margin-top:0.3em;"">Zestaw: Scarlet &amp; Violet</li><li style=""margin-top:0.3em;"">Numer karty: 45</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Gyarados ex – Pokémon TCG</h2><p><strong>Zestaw:</strong> Scarlet &amp; Violet<br><strong>Numer karty:</strong> 45<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Scarlet-&amp;-Violet"">pozostałe oferty</a>.</p></div>";7.42;PLN;1;szt.;3 dni;1;1;Gyarados ex 45 Scarlet & Violet;23%;https://sklep839679.shoparena.pl/upload/images/3/img1598.jpg
PKM-TEF-81;Iron Crown ex;81;Karty Pokémon > Scarlet & Violet > Temporal Forces;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Iron Crown ex</strong></li><li style=""margin-top:0.3em;"">Zestaw: Temporal Forces</li><li style=""margin-top:0.3em;"">Numer karty: 81</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Iron Crown ex – Pokémon TCG</h2><p><strong>Zestaw:</strong> Temporal Forces<br><strong>Numer karty:</strong> 81<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Temporal-Forces"">pozostałe oferty</a>.</p></div>";4.08;PLN;1;szt.;3 dni;1;1;Iron Crown ex 81 Temporal Forces;23%;https://sklep839679.shoparena.pl/upload/images/3/img1599.jpg
PKM-SVI-32;Arcanine ex;32;Karty Pokémon > Scarlet & Violet > Scarlet & Violet;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Arcanine ex</strong></li><li style=""margin-top:0.3em;"">Zestaw: Scarlet &amp; Violet</li><li style=""margin-top:0.3em;"">Numer karty: 32</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Arcanine ex – Pokémon TCG</h2><p><strong>Zestaw:</strong> Scarlet &amp; Violet<br><strong>Numer karty:</strong> 32<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Scarlet-&amp;-Violet"">pozostałe oferty</a>.</p></div>";5.50;PLN;1;szt.;3 dni;2;1;Arcanine ex 32 Scarlet & Violet;23%;https://sklep839679.shoparena.pl/upload/images/3/img1600.jpg
PKM-CRZ-105;Radiant Eternatus;105;Karty Pokémon > Sword & Shield > Crown Zenith;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Radiant Eternatus</strong></li><li style=""margin-top:0.3em;"">Zestaw: Crown Zenith</li><li style=""margin-top:0.3em;"">Numer karty: 105</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Radiant Eternatus – Pokémon TCG</h2><p><strong>Zestaw:</strong> Crown Zenith<br><strong>Numer karty:</strong> 105<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Crown-Zenith"">pozostałe oferty</a>.</p></div>";2.82;PLN;1;szt.;3 dni;1;1;Radiant Eternatus 105 Crown Zenith;23%;https://sklep839679.shoparena.pl/upload/images/3/img1601.jpg
PKM-SCR-89;Garganacl ex;89;Karty Pokémon > Scarlet & Violet > Stellar Crown;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Garganacl ex</strong></li><li style=""margin-top:0.3em;"">Zestaw: Stellar Crown</li><li style=""margin-top:0.3em;"">Numer karty: 89</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Garganacl ex – Pokémon TCG</h2><p><strong>Zestaw:</strong> Stellar Crown<br><strong>Numer karty:</strong> 89<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Stellar-Crown"">pozostałe oferty</a>.</p></div>";3.45;PLN;1;szt.;3 dni;1;1;Garganacl ex 89 Stellar Crown;23%;https://sklep839679.shoparena.pl/upload/images/3/img1602.jpg
PKM-PAF-54;Charizard ex;54;Karty Pokémon > Scarlet & Violet > Paldean Fates;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Charizard ex</strong></li><li style=""margin-top:0.3em;"">Zestaw: Paldean Fates</li><li style=""margin-top:0.3em;"">Numer karty: 54</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: </li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Charizard ex – Pokémon TCG</h2><p><strong>Zestaw:</strong> Paldean Fates<br><strong>Numer karty:</strong> 54<br><strong>Typ:</strong> <br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. 254.9 PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/Paldean-Fates"">pozostałe oferty</a>.</p></div>";17.14;PLN;1;szt.;3 dni;1;1;Charizard ex 54 Paldean Fates;23%;https://sklep839679.shoparena.pl/upload/images/3/img1603.jpg
PKM-BKT-82H;Mamoswine;82;Karty Pokémon > XY > BREAKthrough;Pokémon;"<ul style=""margin:0 0 0.7em 1.2em; padding:0; font-size:1.14em;""><li><strong>Mamoswine</strong></li><li style=""margin-top:0.3em;"">Zestaw: BREAKthrough</li><li style=""margin-top:0.3em;"">Numer karty: 82</li><li style=""margin-top:0.3em;"">Stan: NM</li><li style=""margin-top:0.3em;"">Typ: Holo</li></ul>";"<div style=""font-size:1.10em;line-height:1.7;""><h2 style=""margin:0 0 0.4em 0;"">Mamoswine – Pokémon TCG</h2><p><strong>Zestaw:</strong> BREAKthrough<br><strong>Numer karty:</strong> 82<br><strong>Typ:</strong> Holo<br><strong>Stan:</strong> NM</p><div style=""display:flex;align-items:center;margin:0.5em 0;""><img src=""https://www.pngkey.com/png/full/231-2310791_psa-grading-standards-professional-sports-authenticator.png"" alt=""PSA 10"" style=""height:24px;width:auto;margin-right:0.4em;""/><span>Wartość tej karty w ocenie PSA 10 (2025-09-09): ok. ??? PLN</span></div><p>Dlaczego warto kupić w Kartoteka.shop?</p><ul><li>Oryginalne karty Pokémon</li><li>Bezpieczna wysyłka i solidne opakowanie</li><li>Profesjonalna obsługa klienta</li></ul><p>Jeśli szukasz więcej kart z tego setu – sprawdź <a href=""https://kartoteka.shop/pl/c/BREAKthrough"">pozostałe oferty</a>.</p></div>";21.15;PLN;1;szt.;3 dni;1;1;Mamoswine 82 BREAKthrough;23%;https://sklep839679.shoparena.pl/upload/images/3/img1604.jpg
